name	d2_type	code	type	sub_type	img_name	size_x	size_y
Perfect Skull Stack	Perfect Skull Stack	skzs	misc	gem	perfect_skull.sprite.00.png	1	1
El	El Rune Stack	r01s	misc	rune	el_rune.sprite.00.png	1	1
Eld	Eld Rune Stack	r02s	misc	rune	eld_rune.sprite.00.png	1	1
Tir	Tir Rune Stack	r03s	misc	rune	tir_rune.sprite.00.png	1	1
Nef	Nef Rune Stack	r04s	misc	rune	nef_rune.sprite.00.png	1	1
Eth	Eth Rune Stack	r05s	misc	rune	eth_rune.sprite.00.png	1	1
Ith	Ith Rune Stack	r06s	misc	rune	ith_rune.sprite.00.png	1	1
Tal	Tal Rune Stack	r07s	misc	rune	tal_rune.sprite.00.png	1	1
Ral	Ral Rune Stack	r08s	misc	rune	ral_rune.sprite.00.png	1	1
Ort	Ort Rune Stack	r09s	misc	rune	ort_rune.sprite.00.png	1	1
Thul	Thul Rune Stack	r10s	misc	rune	thul_rune.sprite.00.png	1	1
Amn	Amn Rune Stack	r11s	misc	rune	amn_rune.sprite.00.png	1	1
Sol	Sol Rune Stack	r12s	misc	rune	sol_rune.sprite.00.png	1	1
Shael	Shael Rune Stack	r13s	misc	rune	shael_rune.sprite.00.png	1	1
Dol	Dol Rune Stack	r14s	misc	rune	dol_rune.sprite.00.png	1	1
Hel	Hel Rune Stack	r15s	misc	rune	hel_rune.sprite.00.png	1	1
Io	Io Rune Stack	r16s	misc	rune	io_rune.sprite.00.png	1	1
Lum	Lum Rune Stack	r17s	misc	rune	lum_rune.sprite.00.png	1	1
Ko	Ko Rune Stack	r18s	misc	rune	ko_rune.sprite.00.png	1	1
Fal	Fal Rune Stack	r19s	misc	rune	fal_rune.sprite.00.png	1	1
Lem	Lem Rune Stack	r20s	misc	rune	lem_rune.sprite.00.png	1	1
Pul	Pul Rune Stack	r21s	misc	rune	pul_rune.sprite.00.png	1	1
Um	Um Rune Stack	r22s	misc	rune	um_rune.sprite.00.png	1	1
Mal	Mal Rune Stack	r23s	misc	rune	mal_rune.sprite.00.png	1	1
Ist	Ist Rune Stack	r24s	misc	rune	ist_rune.sprite.00.png	1	1
Gul	Gul Rune Stack	r25s	misc	rune	gul_rune.sprite.00.png	1	1
Vex	Vex Rune Stack	r26s	misc	rune	vex_rune.sprite.00.png	1	1
Ohm	Ohm Rune Stack	r27s	misc	rune	ohm_rune.sprite.00.png	1	1
Lo	Lo Rune Stack	r28s	misc	rune	lo_rune.sprite.00.png	1	1
Sur	Sur Rune Stack	r29s	misc	rune	sur_rune.sprite.00.png	1	1
Ber	Ber Rune Stack	r30s	misc	rune	ber_rune.sprite.00.png	1	1
Jah	Jah Rune Stack	r31s	misc	rune	jah_rune.sprite.00.png	1	1
Cham	Cham Rune Stack	r32s	misc	rune	cham_rune.sprite.00.png	1	1
Zod	Zod Rune Stack	r33s	misc	rune	zod_rune.sprite.00.png	1	1
Uber Trist Map	Uber Trist Map	ubtm	misc	pd2		1	1
Uber Map	Uber Map	dcma	misc	pd2		1	1
Uber Blood	Uber Blood	dcbl	misc	pd2		1	1
Uber Horn	Uber Horn	dcho	misc	pd2		1	1
Uber Soul	Uber Soul	dcso	misc	pd2		1	1
Ruins of VizJun	Kurast Map	t11	misc	map	map.sprite.00.png	1	1
Horazon's Memory	Arcane Map	t12	misc	map	map.sprite.00.png	1	1
Bastion Keep	Fortress Map	t13	misc	map	map.sprite.00.png	1	1
Phlegeton	Lava Map	t21	misc	map	map.sprite.00.png	1	1
Torajan Jungle	Jungle Map	t22	misc	map	map.sprite.00.png	1	1
Arreat Battlefield	Siege Map	t23	misc	map	map.sprite.00.png	1	1
Tomb of Zoltun Kulle	Tomb Map	t24	misc	map	map.sprite.00.png	1	1
Sewers of Harrogath	Sewer Map	t25	misc	map	map.sprite.00.png	1	1
River of Blood	River Of Blood Map	t31	misc	map	map.sprite.00.png	1	1
Throne of Insanity	Throne Map	t32	misc	map	map.sprite.00.png	1	1
Lost Temple	Spider Map	t33	misc	map	map.sprite.00.png	1	1
Ancestral Trial	Ice Map	t34	misc	map	map.sprite.00.png	1	1
Blood Moon	Graveyard Map	t35	misc	map	map.sprite.00.png	1	1
Fall of Caldeum	Caldeum Map	t36	misc	map	map.sprite.00.png	1	1
Pandemonium Citadel	Pandemonium Map	t37	misc	map	map.sprite.00.png	1	1
Cathedral of Light	Monastery Map	t41	misc	map	map.sprite.00.png	1	1
unused	Mesa Map	t99	misc	map	map.sprite.00.png	1	1
Kehjistan Marketplace	Desert Map	t39	misc	map	map.sprite.00.png	1	1
Moor Arena	Pvp Map	t61	misc	map	map.sprite.00.png	1	1
Desert Arena	Pvp Map 2	t62	misc	map	map.sprite.00.png	1	1
Voidstone	Rathma Map	rtma	misc	pd2		1	1
Corrupted Worldstone Shard	Corrupted Worldstone Shard	cwss	misc	pd2		1	1
Canyon of Secheron	Frozen Forest Map	t38	misc	map	map.sprite.00.png	1	1
amulet with socket	Amulet [S]	ram	misc	amulet	amulet.sprite.00.png	1	1
TrangOul Jawbone	Rathma Ingredient	rtmo	misc	pd2		1	1
Horadric Navigator	TP Book Unlimited	rtp	misc	book	town_portal_book.sprite.00.png	1	2
Horadric Almanac	ID Book Unlimited	rid	misc	book	identify_book.sprite.00.png	1	2
Fragments	Fragments	jewf	misc	gem	perfect_diamond1.sprite.00.png	1	1
Plains of Torment	Torment Map	t42	misc	map	map.sprite.00.png	1	1
Splinter	Splinter	rtmv	misc	pd2		1	1
Bone Fragment	Bone Fragment	rtmf	misc	pd2		1	1
Sanatorium	Library Map	t14	misc	map	map.sprite.00.png	1	1
Uber Ancients Map	Uber Ancients Map	uba	misc	pd2		1	1
Lilith Mirror	Lilith Mirror	llmr	misc	pd2		1	2
Vial of Lightsong	Vial of Lightsong	lsvl	misc	pd2		1	2
Uber Ancients Key A	Uber Ancients Key A	ubaa	misc	pd2		1	1
Uber Ancients Key B	Uber Ancients Key B	ubab	misc	pd2		1	1
Uber Ancients Key C	Uber Ancients Key C	ubac	misc	pd2		1	1
Shadows of Westmarch	Westmarch Map	t26	misc	map	map.sprite.00.png	1	1
Royal Crypts	Crypts Map	t15	misc	map	map.sprite.00.png	1	1
Sanctuary of Sin	Sanctuary of Sin Map	t43	misc	map	map.sprite.00.png	1	1
Puzzlepiece	Puzzlepiece	lpp	misc	pd2		1	1
Skeleton Key Unlimited	Skeleton Key Unlimited	rkey	misc	key	skeleton_key.sprite.00.png	1	1
Ruined Cistern	Ruined Cistern Map	t16	misc	map	map.sprite.00.png	1	1
Ashen Plains	Ashes Map	t3a	misc	map	map.sprite.00.png	1	1
Larzuks Malus	Larzuks Malus	lmal	misc	pd2		1	2
PVP Mana Potion	PVP Mana Potion	pvpp	misc	pd2		1	1
Force Mapevent Shard	Force Mapevent Shard	iwss	misc	pd2		1	1
Zhar Map	Zhar Map	t51	misc	map	map.sprite.00.png	1	1
Hellcaves Map	Hellcaves Map	t52	misc	map	map.sprite.00.png	1	1
Torch Fragment	Torch Fragment	cm2f	misc	pd2		1	1
Fallen Gardens Map	Fallen Gardens Map	t53	misc	map	map.sprite.00.png	1	1
Imbue Magic Ready	Imbue Magic Ready	irma	misc	pd2		1	1
Imbue Random Ready	Imbue Random Ready	irrn	misc	pd2		1	1
Imbue Rare Ready	Imbue Rare Ready	irra	misc	pd2		1	1
Reroll Rare Ready	Reroll Rare Ready	rrra	misc	pd2		1	1
Upgrade Mag Ready	Upgrade Mag Ready	urma	misc	pd2		1	1
